t,x,y,z,yaw
26.06060606055056,0.9739691459692899,-1.1262475112312227,1.0,0
26.363636363580216,1.0444198469615906,-1.0590813223006086,1.0,0
26.666666666609874,1.1104620979418798,-0.9874450915755014,1.0,0
26.969696969639532,1.1718035028616036,-0.9116290333427418,1.0,0
27.27272727266919,1.228170973654578,-0.8319436264800685,1.0,0
27.575757575698848,1.2793122814550884,-0.7487182981511021,1.0,0
27.878787878728506,1.32499751340893,-0.6622999705182874,1.0,0
28.181818181758164,1.3650204207826806,-0.5730514778698789,1.0,0
28.484848484787822,1.3991996447347015,-0.4813498633049799,1.0,0
28.78787878781748,1.4273798070139807,-0.3875845658009613,1.0,0
29.090909090847134,1.4494324539921482,-0.2921555100618956,1.0,0
29.393939393876792,1.4652568437950995,-0.19547111297777223,1.0,0
29.69696969690645,1.4747805678626151,-0.09794622177722466,1.0,0
29.99999999993611,1.4779600000000022,-1.674687973833564e-15,1.0,0
